,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3590,1043585306350940032,https://www.airbnb.com/rooms/1043585306350949114,20240918135519,2024-09-18,city scrape,Spacious Dog Friendly 3bd Apt,"This spacious 3 bd apartment is a short drive into Boston proper and walking distance to many local shops, restaurants, and ""emerald necklace"" parks in the Jamaica Plain/Roxbury area. <br />With a flexible layout that's great for families or small groups, the master bedroom has a double bed and an additional pullout love seat, the 2nd bedroom is set up with 2 twin beds, with an additional full bed in the 3rd bedroom.","Egleston Square straddles Jamaica Plain and Roxbury, both vibrant, diverse, residential neighborhoods in the city of Boston. There are lots of great restaurants and shops within walking distance, as well as the Sam Adams brewery. Our one-way street is just off Washington, which will take you directly into the city. Weâ€™re a 5 minute walk from Franklin Park, the largest park in Boston and great for runs or dog walks. Weâ€™re closest to the part where the old zoo used to be (the active zoo is a 10 minute walk further) and there are abandoned bear enclosures from 1905 that are cool to explore.<br /><br />I want to remind all that you will be in a city that has diverse residents, people of color, and people of various backgrounds, so please be mindful of this and conduct yourself as such. If you equate a diverse neighborhood to an unsafe one, this is not the place for you.",https://a0.muscache.com/pictures/miso/Hosting-41763645/original/b2123fcb-7d23-40e2-a9a5-1627631a9e16.jpeg,251061257,https://www.airbnb.com/users/show/251061257,Mary,2019-03-25,"Boston, MA",,within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/57214e0e-19a5-4b40-8b6c-32d8f443b9d9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/57214e0e-19a5-4b40-8b6c-32d8f443b9d9.jpg?aki_policy=profile_x_medium,Roxbury,3,5,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.3172292480916,-71.0969034327939,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,5.0,"[""Cooking basics"", ""Essentials"", ""Exterior security cameras on property"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Conditioner"", ""Stove"", ""Toaster"", ""Oven"", ""Clothing storage"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Ceiling fan"", ""Dining table"", ""Luggage dropoff allowed"", ""Baby safety gates"", ""Dryer"", ""Free street parking"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee"", ""Mini fridge"", ""Patio or balcony"", ""Hangers"", ""Iron"", ""Pets allowed"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Outdoor furniture"", ""Washer"", ""Dedicated workspace"", ""Free driveway parking on premises \u2013 1 space"", ""Freezer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Keypad"", ""Self check-in"", ""Cleaning products"", ""Baking sheet"", ""Backyard"", ""Extra pillows and blankets""]",346.0,2,27,2.0,5.0,27.0,27.0,2.4,27.0,,t,5,30,46,46,2024-09-18,17,17,1,2024-01-01,2024-08-26,4.94,4.94,4.82,4.88,4.88,4.12,4.65,STR-528277,f,3,2,1,0,1.95
3600,1044116330704870016,https://www.airbnb.com/rooms/1044116330704872341,20240918135519,2024-09-18,city scrape,Spacious 4 bedroom apartment,Your family will be close to everything when you stay at this centrally-located place.,,https://a0.muscache.com/pictures/hosting/Hosting-1044116330704872341/original/0ee16241-f0f5-47f5-a7c4-a67f627b88f3.jpeg,248463000,https://www.airbnb.com/users/show/248463000,John,2019-03-12,"Boston, MA",,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/User-248463000/original/7d56ba0d-8dd3-4993-b8ec-788f0d51f769.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-248463000/original/7d56ba0d-8dd3-4993-b8ec-788f0d51f769.jpeg?aki_policy=profile_x_medium,Roxbury,1,5,['phone'],t,f,,Roxbury,,42.3226427,-71.0689677,Entire rental unit,Entire home/apt,8,2.0,2 baths,4.0,4.0,"[""Cooking basics"", ""Essentials"", ""Stainless steel oven"", ""Exterior security cameras on property"", ""Kitchen"", ""Hair dryer"", ""Air conditioning"", ""Microwave"", ""Dishes and silverware"", ""Dining table"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Free street parking"", ""Clothing storage: dresser"", ""Body soap"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Hangers"", ""Iron"", ""Refrigerator"", ""First aid kit"", ""Bathtub"", ""Bed linens"", ""Fire extinguisher"", ""Laundromat nearby"", ""Dedicated workspace"", ""Gas stove"", ""Standalone high chair"", ""Freezer"", ""Crib"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Keypad"", ""Self check-in""]",229.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,10,30,53,323,2024-09-18,31,31,1,2023-12-28,2024-08-27,4.42,4.48,4.48,4.9,4.77,4.03,4.45,Str-544901,t,1,1,0,0,3.5
3602,1044389282526889984,https://www.airbnb.com/rooms/1044389282526896981,20240918135519,2024-09-18,city scrape,Beautiful 2BR in Downtown Boston 4818,Please click on -show more- and read the description of the listing PRIOR to making the reservation. DONT BOOK WITHOUT READING,boston common - 1 min walk<br />Downtown Boston - 5 min walk<br />Mass General Hospital - 2 miles<br />Subway Green Line - 1 min walk<br />tufts medical - 5 min walk,https://a0.muscache.com/pictures/prohost-api/Hosting-1044389282526896981/original/f0bb8a6d-0b6f-48d6-b5c1-53418cab50af.jpeg,212359760,https://www.airbnb.com/users/show/212359760,Mohammed Radi,2018-08-29,"Boston, MA","Whether you are just getting away for the weekend or looking for an extended stay, we are committed to creating a comfortable experience to all of our guests. Our check-in process is easy and contact-less. 

Evonify has hosted over 60,000 guests since its launch in 2019.",within an hour,0.99,0.98,f,https://a0.muscache.com/im/pictures/user/User-212359760/original/68265a2f-40c4-4e35-877d-2ef10ec59fc7.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-212359760/original/68265a2f-40c4-4e35-877d-2ef10ec59fc7.png?aki_policy=profile_x_medium,Back Bay,120,185,"['email', 'phone']",t,t,Neighborhood highlights,Downtown,,42.35313,-71.06398,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Cooking basics"", ""Essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Paid parking off premises"", ""Conditioner"", ""Stove"", ""Toaster"", ""Oven"", ""Microwave"", ""Dishes and silverware"", ""Elevator"", ""Wine glasses"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Freezer"", ""Wifi"", ""TV"", ""Keypad"", ""Self check-in"", ""Extra pillows and blankets""]",220.0,1,365,1.0,4.0,365.0,365.0,3.8,365.0,,t,2,19,45,307,2024-09-18,40,40,6,2023-12-30,2024-09-09,4.38,4.48,4.3,4.8,4.78,4.83,4.45,Exempt: This listing is a unit that has contracts with hospitals,t,63,63,0,0,4.55
3611,1045072440252089984,https://www.airbnb.com/rooms/1045072440252090693,20240918135519,2024-09-18,previous scrape,"New! JXNBnB - Entire House in Boston, Mass",Relax with the whole family at this peaceful place to stay.,,https://a0.muscache.com/pictures/hosting/Hosting-1045072440252090693/original/3f6bc3aa-b315-4dbf-84fa-fb98b5d85725.jpeg,109169285,https://www.airbnb.com/users/show/109169285,Cav,2016-12-30,"Boston, MA",IG: JXNmanagement,within an hour,0.9,0.9,f,https://a0.muscache.com/im/pictures/user/User-109169285/original/d19746b5-d230-4922-ad24-f7b966b9af89.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-109169285/original/d19746b5-d230-4922-ad24-f7b966b9af89.jpeg?aki_policy=profile_x_medium,Southern Mattapan,4,5,"['email', 'phone']",t,t,,Mattapan,,42.26976,-71.08894,Entire home,Entire home/apt,10,,1 bath,4.0,,"[""Cooking basics"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Exterior security cameras on property"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Toaster"", ""Private backyard"", ""Microwave"", ""Hot water kettle"", ""Hotpoint refrigerator"", ""Dishes and silverware"", ""Dining table"", ""Coffee maker: Keurig coffee machine"", ""Private entrance"", ""Extra pillows and blankets"", ""Wine glasses"", ""Free street parking"", ""Carbon monoxide alarm"", ""Coffee"", ""Patio or balcony"", ""Hangers"", ""Iron"", ""Fire pit"", ""Window AC unit"", ""First aid kit"", ""Bathtub"", ""Bed linens"", ""Crib - always at the listing"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Samsung stainless steel single oven"", ""Room-darkening shades"", ""Laundromat nearby"", ""Outdoor furniture"", ""Dedicated workspace"", ""Gas stove"", ""Housekeeping available from 10:00 AM to 4:00 PM, every day - available at extra cost"", ""Freezer"", ""Hot water"", ""Children\u2019s dinnerware"", ""Smoke alarm"", ""Wifi"", ""EV charger"", ""TV"", ""Central heating"", ""Keypad"", ""Self check-in"", ""Ethernet connection"", ""Long term stays allowed""]",,3,365,3.0,3.0,365.0,365.0,3.0,365.0,,t,9,30,60,319,2024-09-18,11,11,2,2024-01-31,2024-09-15,4.36,4.45,4.36,4.55,4.55,4.0,4.27,STR-458350,f,1,1,0,0,1.42
3612,1045222780197980032,https://www.airbnb.com/rooms/1045222780197982243,20240918135519,2024-09-18,city scrape,House on the Hill,"Relax with the whole family and friends at this peaceful place to stay with outdoor patio seating.<br /><br />Free street parking. Accessible by multiple bus routes; the Green Line's B train; and Bluebikes, Boston's public bike share system. Boston College, The Charles River Speedway, and Boston Landing within vicinity. Take a stroll along the Charles River or the Chestnut Hill Reservoir nearby. 5 min drive from Harvard or walk to our historic Brighton Center lined with shops and restaurants.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA0NTIyMjc4MDE5Nzk4MjI0Mw%3D%3D/original/dd3e2a9d-961f-437b-b3b3-7208719eac1e.jpeg,122533218,https://www.airbnb.com/users/show/122533218,Ting-Ho,2017-03-25,"Massachusetts, United States",,within an hour,1.0,0.97,f,https://a0.muscache.com/im/pictures/user/5b6268f5-581d-42ef-8a9e-26ed5481d136.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5b6268f5-581d-42ef-8a9e-26ed5481d136.jpg?aki_policy=profile_x_medium,Brighton,1,1,['phone'],t,f,,Brighton,,42.35393,-71.1671,Entire home,Entire home/apt,8,1.5,1.5 baths,4.0,4.0,"[""Cooking basics"", ""Clothing storage: closet and dresser"", ""Stainless steel oven"", ""Portable air conditioning"", ""Exterior security cameras on property"", ""Piano"", ""Blender"", ""Kitchen"", ""Lockbox"", ""Hair dryer"", ""Outdoor dining area"", ""Microwave"", ""Private backyard \u2013 Fully fenced"", ""Dishes and silverware"", ""Dining table"", ""Portable fans"", ""Rice maker"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Hangers"", ""Indoor fireplace"", ""Window AC unit"", ""First aid kit"", ""Bed linens"", ""Bathtub"", ""Fire extinguisher"", ""Refrigerator"", ""Laundromat nearby"", ""Dedicated workspace"", ""Freezer"", ""Stainless steel gas stove"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Self check-in"", ""Pets allowed"", ""Extra pillows and blankets""]",445.0,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,19,43,70,242,2024-09-18,8,8,2,2024-05-19,2024-09-07,4.5,5.0,4.88,4.38,4.75,4.88,4.5,STR-549396,f,1,1,0,0,1.95
3615,1045937326985330048,https://www.airbnb.com/rooms/1045937326985332892,20240918135519,2024-09-18,city scrape,Black Friday 90 Boston spacious cozy apartment 4BR,"- A spacious, cozy apartment with 4 bedrooms that definitely be an excellent choice for friends, families and colleagues!<br /><br />- Super convenience:<br />+ steps away from a bus station<br />+ 10 minutes to walk to the MBTA subway.<br />+ easy access to Fenway Park, Harvard Square, Boston Common and the airport<br />+ especially there are a lot of restaurant nearby that you can try all kind of cuisine<br />- Family friendly<br /><br />Book your stay today and experience the best of city living in our stylish apartment!",,https://a0.muscache.com/pictures/miso/Hosting-1045937326985332892/original/3427c5c1-81e4-47ba-bb6d-7e838cefbff0.jpeg,548573234,https://www.airbnb.com/users/show/548573234,Peter,2023-11-28,,,within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/User-548573234/original/a50f38ee-76a8-42ce-aa37-efa2f629eaed.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-548573234/original/a50f38ee-76a8-42ce-aa37-efa2f629eaed.jpeg?aki_policy=profile_x_medium,Dudley / Brunswick King,6,8,"['email', 'phone']",t,t,,Dorchester,,42.2943914406068,-71.0536032332969,Entire rental unit,Entire home/apt,14,2.0,2 baths,4.0,8.0,"[""Cooking basics"", ""Free parking on premises \u2013 2 spaces"", ""Essentials"", ""Exterior security cameras on property"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""Air conditioning"", ""Conditioner"", ""Stove"", ""Toaster"", ""Oven"", ""Microwave"", ""Dishes and silverware"", ""Dining table"", ""Coffee maker: Keurig coffee machine"", ""Free dryer \u2013 In building"", ""Clothing storage: walk-in closet"", ""USA body soap"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Coffee"", ""Shower gel"", ""Hangers"", ""Iron"", ""Pets allowed"", ""Refrigerator"", ""Bed linens"", ""Drying rack for clothing"", ""Room-darkening shades"", ""Washer"", ""Dedicated workspace"", ""Noise decibel monitors on property"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Central heating"", ""Keypad"", ""Self check-in"", ""USA shampoo""]",378.0,1,28,1.0,2.0,28.0,28.0,1.3,28.0,,t,10,23,53,326,2024-09-18,21,21,2,2023-12-23,2024-09-08,4.95,4.9,4.95,4.95,4.95,4.9,4.95,STR-546179,t,4,4,0,0,2.32
3620,1046015724103910016,https://www.airbnb.com/rooms/1046015724103910029,20240918135519,2024-09-18,city scrape,Prima Boston North End 2brm,Stay at a spacious and sunny upper floor two bedroom apartment in the heart of the North End of Boston. Fall in love with the mix of old world Italy and downtown Boston right outside your door. Pullout sofa and access to laundry in building.,,https://a0.muscache.com/pictures/1fe55369-edab-42e3-84b6-711651c9409c.jpg,2006852,https://www.airbnb.com/users/show/2006852,Jay,2012-03-25,"Boston, MA","As a tourist: I enjoy adventure travel, beaches, and being immersed in new cultures/customs. I also like to try new cuisines and have things to do nearby. 

As a host: My team's mission is to provide a home away from home for families that are receiving medical treatment. We're a team of property managers with a passion for providing guests with terrific stays. We work with many Hospitals, non-profits, and medical tourism agencies to provide housing both short-term and long -term. We also work with Institutions and businesses to make sure that their clients have a comfortable, thoughtfully designed home for their trip to Boston.  We are responsive and happy to share knowledge on different places to explore etc. ",within an hour,1.0,0.99,t,https://a0.muscache.com/im/pictures/user/35fe1121-c31c-4fcf-9fad-389ec96801d1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/35fe1121-c31c-4fcf-9fad-389ec96801d1.jpg?aki_policy=profile_x_medium,Spring Hill,27,70,"['email', 'phone']",t,t,,North End,,42.3647470406282,-71.0558894838695,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Cooking basics"", ""Essentials"", ""Portable air conditioning"", ""Exterior security cameras on property"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Toaster"", ""Oven"", ""Clothing storage"", ""Microwave"", ""Dishes and silverware"", ""Paid dryer \u2013 In building"", ""Dining table"", ""Paid washer \u2013 In building"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""First aid kit"", ""Bed linens"", ""Fire extinguisher"", ""Paid parking lot off premises"", ""Laundromat nearby"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Pack \u2019n play/Travel crib - available upon request"", ""Heating"", ""Keypad"", ""Self check-in"", ""Extra pillows and blankets"", ""Long term stays allowed""]",311.0,1,365,1.0,4.0,365.0,365.0,3.4,365.0,,t,0,12,35,194,2024-09-18,29,29,3,2024-03-30,2024-08-31,4.9,4.86,4.93,4.97,4.97,5.0,4.79,STR-546562,f,16,16,0,0,5.03
3622,1046390455586720000,https://www.airbnb.com/rooms/1046390455586723676,20240918135519,2024-09-18,city scrape,Simple & Spacious Apartment!,"This 3 Bed 1bath Apartment is fully furnished and ready for your stay!  Bathroom is ADA compliant. <br /><br />This unit is located on the 3rd floor.  There is a set of stairs and also an elevator.  The building has two entrances, one goes to the stairwell, the other goes to the elevator.<br /><br />The elevator works perfectly after being replaced this year.  Please keep in mind when reading reviews mentioning outages.",,https://a0.muscache.com/pictures/miso/Hosting-1046390455586723676/original/88dcbf4e-8b10-4ca9-b511-6ca30e997710.png,275849638,https://www.airbnb.com/users/show/275849638,Steven,2019-07-13,"Boston, MA","Healing Homes of Boston's mission is to provide a home away from home for families that are receiving medical treatment.  We're a team of property managers with a passion for providing guests with terrific stays.  We work with many Hospitals, non-profits, and medical tourism agencies to provide housing both short-term and long -term.  We also work with Institutions and businesses to make sure that their clients have a comfortable, thoughtfully designed home for their trip to Boston.  With a total of 55 years living in Boston among the team, we can answer just about any question you can ask!",within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/03dec3d0-9a4d-422f-a7bb-cdc2f02b6893.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/03dec3d0-9a4d-422f-a7bb-cdc2f02b6893.jpg?aki_policy=profile_x_medium,Fenwayâ€“Kenmore,71,74,"['email', 'phone']",t,t,,Downtown,,42.35398,-71.06293,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Toaster"", ""Oven"", ""Clothing storage"", ""Hot water kettle"", ""Dishes and silverware"", ""Wine glasses"", ""Body soap"", ""Carbon monoxide alarm"", ""Iron"", ""Refrigerator"", ""Bed linens"", ""Dedicated workspace"", ""Freezer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Baking sheet"", ""Pets allowed"", ""Extra pillows and blankets""]",618.0,1,365,1.0,4.0,365.0,365.0,2.8,365.0,,t,5,11,29,293,2024-09-18,11,11,5,2024-07-03,2024-09-02,4.73,4.91,4.91,4.91,4.91,4.64,4.36,Exempt: This listing is a unit that has contracts with hospitals,f,71,71,0,0,4.23
3625,1046563598019549952,https://www.airbnb.com/rooms/1046563598019556549,20240918135519,2024-09-18,city scrape,Spacious 2bd/1ba | Ashmont+Parking | 3D TOUR 4164,Please click on -show more- and read the description of the listing PRIOR to making the reservation. DONT BOOK WITHOUT READING,,https://a0.muscache.com/pictures/prohost-api/Hosting-1046563598019556549/original/dfe1062f-1c0d-4370-913b-ae21e543a8de.jpeg,212359760,https://www.airbnb.com/users/show/212359760,Mohammed Radi,2018-08-29,"Boston, MA","Whether you are just getting away for the weekend or looking for an extended stay, we are committed to creating a comfortable experience to all of our guests. Our check-in process is easy and contact-less. 

Evonify has hosted over 60,000 guests since its launch in 2019.",within an hour,0.99,0.98,f,https://a0.muscache.com/im/pictures/user/User-212359760/original/68265a2f-40c4-4e35-877d-2ef10ec59fc7.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-212359760/original/68265a2f-40c4-4e35-877d-2ef10ec59fc7.png?aki_policy=profile_x_medium,Back Bay,120,185,"['email', 'phone']",t,t,,Dorchester,,42.2852364607751,-71.0699073035135,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Cooking basics"", ""Essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Conditioner"", ""Stove"", ""Toaster"", ""Oven"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Dining table"", ""Free parking on premises"", ""Wine glasses"", ""Patio or balcony"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Freezer"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Keypad"", ""Self check-in"", ""Pets allowed"", ""Extra pillows and blankets""]",183.0,1,365,1.0,4.0,365.0,365.0,3.8,365.0,,t,16,45,75,350,2024-09-18,31,31,1,2023-12-16,2024-09-16,4.35,4.32,4.68,4.58,4.61,4.06,4.23,Exempt: This listing is a unit that has contracts with hospitals,t,63,63,0,0,3.35
3634,1050091154059399936,https://www.airbnb.com/rooms/1050091154059406405,20240918135519,2024-09-18,city scrape,Large 2 BR|2 BA + Patio in Back Bay,"Our recently renovated 2 bedroom garden-level condo on Commonwealth Ave is just steps from Newbury St & the Prudential Center / Hynes. This 1,025 sqft duplex features a private patio, central air, 2 bathrooms, gourmet kitchen, and cable & internet!","Centrally located in Boston's historic Back Bay on Commonwealth Avenue between Charlesgate East and Massachusetts Avenue, our condo sits within a short five minute walk from the Hynes Convention Center, the Shops at the Prudential Center and Copley Place Mall, and the boutiques of Newbury and Boylston Street.  Our historic Back Bay brownstone is located only one and half blocks from the Charles River Esplanade, and several blocks to the serene Boston Commons and Public Gardens, Fenway Park, the Boston Public Library, historic Beacon Hill, and the Freedom Trail.  A corner grocery store is steps away from the building and ample amounts of restaurants and shopping are located around the corner.<br /><br />The Back Bay neighborhood sits on land reclaimed from water in the mid-nineteenth century.  Unlike many other Boston neighborhoods, the Back Bay was laid out in a grid pattern and was based on French urban planning with parks and wide boulevards.<br /><br />The major shopping streets are",https://a0.muscache.com/pictures/miso/Hosting-1050091154059406405/original/bfdb5cbd-a3a6-4eb6-b08f-f56286a5c75d.jpeg,9410008,https://www.airbnb.com/users/show/9410008,Jason,2013-10-13,"Boston, MA","I live in the Back Bay and I'm happy to accommodate any unique requests. 

Our properties are available to business professionals seeking short-term corporate housing and families visiting Boston area hospitals.  Please inquire about our special rates for those associated with Shriners, MGH, BWH,  BIDMC, and Mass Eye and Ear. 

My large family are all long-time Boston residents, and most of the members still own apartments from when they lived in downtown Boston.  All of my condo's are owned by members of my family.

Prior to my current job at an investment consulting and advisory firm, where I focus on identifying top-tier real estate managers for our clients to invest in, I worked for a small firm managing a Saudi Prince's hotel investments across North America and Europe.  We managed his interests in the Four Seasons and Fairmont, as well as oversaw his investments in several trophy properties, most notably, NYC's The Plaza; Paris' Four Seasons Hotel George V; and London's The Savoy.  I have taken the same approach we took at my previous firm to managing our personal real estate investments, by providing exceptional service combined with fantastic accommodations in prime locations.

If you stay with us during the summer months (typically available mid weekdays from the middle of June to Labor Day), we'd love to take you out on our 50-ft yacht for a complimentary afternoon sail and lunch (catered by a restaurant / bar we own) around the Boston Harbor (schedule and availability permitting and limited to guests 16 years and older).

Also feel free to inquire about special rates on massages at Bodywaves - a business my father runs on Hanover St. in Boston's Quincy Market / Faneuil Hall area.",within an hour,1.0,1.0,,https://a0.muscache.com/im/users/9410008/profile_pic/1412389906/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9410008/profile_pic/1412389906/original.jpg?aki_policy=profile_x_medium,Back Bay,20,53,"['email', 'phone']",t,f,Neighborhood highlights,Back Bay,,42.3485875584917,-71.0894786097811,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Cooking basics"", ""Barbecue utensils"", ""Essentials"", ""Clothing storage: closet and wardrobe"", ""AC - split type ductless system"", ""Dishwasher"", ""Heating - split type ductless system"", ""Kitchen"", ""Shampoo"", ""Lockbox"", ""Hair dryer"", ""Conditioner"", ""Toaster"", ""Oven"", ""Free washer \u2013 In building"", ""Microwave"", ""Dishes and silverware"", ""Hot water kettle"", ""Dining table"", ""Coffee maker: Keurig coffee machine"", ""Free dryer \u2013 In building"", ""Private entrance"", ""Wine glasses"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee"", ""Shower gel"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Fire extinguisher"", ""Room-darkening shades"", ""Private BBQ grill: gas"", ""Paid parking garage off premises"", ""Dedicated workspace"", ""Gas stove"", ""Freezer"", ""Cleaning available during stay"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Pack \u2019n play/Travel crib - available upon request"", ""Central heating"", ""Self check-in"", ""Cleaning products"", ""Baking sheet"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Private patio or balcony""]",694.0,10,365,3.0,10.0,1125.0,1125.0,7.5,1125.0,,t,9,34,64,138,2024-09-18,12,12,0,2024-01-29,2024-08-06,5.0,5.0,5.0,5.0,5.0,5.0,4.92,STR-544868,t,16,16,0,0,1.54
