,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1046,30268517,https://www.airbnb.com/rooms/30268517,20240918135519,2024-09-18,city scrape,#B201 private full size bed room Boston,private very small room one full size bed in a 2nd floor with keyless front door entry. <br />Brand new Duck-less mini split AC system <br /><br /><br />Has a mirror door closet. Fits student or signaler with low affordble budget only.  <br /><br />2 bathrooms and one modern kitchen. Tenants must clean each use it. Daily services is not available. <br /><br />Bus 15 directly goes to NEU ; <br />10 min driving or busses #15 & # 17 right outside house to connect you to Redline train .,"In front of our building is a beautiful park and a church. <br />Building left is city of Boston owned property , and our right is a home owner occupied red building good neighborhood .<br /><br />Very convenient location easy to go to Boston. 2 miles to Bay Center Shopping areas; 2 miles to U-Mass Boston ; 3 miles to BU; 3 miles to Northeastern University.<br /><br />no smoking allowed in side or outside. It is smoking free building and 24/7 video systems in our building.",https://a0.muscache.com/pictures/e6872a41-a105-413d-9280-1e84099ff993.jpg,105851798,https://www.airbnb.com/users/show/105851798,Anne,2016-12-01,"Boston, MA","A Chinese couple, have been living in US 30 years, we do speaking Chinese and English;  I like dancing, reading; swimming ;cooking;making new friends .  My husband likes Ping Pong and Swimming, he does maintenance and I do more customer services, and marketing. 
I gained associated degrees in tourism English and international accounting in China. 

I have been as an accountant more than twenty years in US . 

Our motto: reputation brings revenue.",within an hour,1.0,0.99,,https://a0.muscache.com/im/pictures/user/1b571b66-1b97-4e4f-8381-dd774e82b4b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1b571b66-1b97-4e4f-8381-dd774e82b4b0.jpg?aki_policy=profile_x_medium,Dorchester,23,30,"['email', 'phone']",t,t,Neighborhood highlights,Dorchester,,42.30724,-71.06438,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,1.0,"[""Cooking basics"", ""Essentials"", ""Frigidaire gas stove"", ""Shared backyard \u2013 Fully fenced"", ""Dishwasher"", ""Coffee maker"", ""Heating - split type ductless system"", ""Kitchen"", ""Fast wifi \u2013 368 Mbps"", ""Hair dryer"", ""Toaster"", ""Oven"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Paid dryer \u2013 In building"", ""Dining table"", ""Luggage dropoff allowed"", ""Rice maker"", ""Paid washer \u2013 In building"", ""Free parking on premises"", ""Garden view"", ""Extra pillows and blankets"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""First aid kit"", ""Bathtub"", ""Bed linens"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Room-darkening shades"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Shared patio or balcony"", ""Freezer"", ""Hot water"", ""Smoke alarm"", ""Keypad"", ""Self check-in"", ""Cleaning products"", ""Lock on bedroom door"", ""AC - split type ductless system"", ""Long term stays allowed""]",50.0,29,150,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,0,0,16,196,2024-09-18,12,3,0,2019-04-15,2024-06-08,4.83,4.92,4.83,5.0,5.0,4.5,4.83,,f,12,0,12,0,0.18
1062,30981268,https://www.airbnb.com/rooms/30981268,20240918135519,2024-09-18,city scrape,"BACK BAY walk to Berklee, Northeastern, Newbury St","Back Bay close to the subway.   Includes utilities including basic cable and wireless internet.   Walk to the subway Berklee, Hynes Convention Center, Northeastern University, Newbury Street, Fenway Park and all the Back Bay has to offer.   Apartment has a queen murphy bed.",,https://a0.muscache.com/pictures/3ecf4639-91e0-42a6-a5e3-9ef4e87fd0e0.jpg,180283497,https://www.airbnb.com/users/show/180283497,Michelle,2018-03-24,,,within an hour,0.89,0.3,f,https://a0.muscache.com/im/pictures/user/80c96d1c-7c58-4116-bc2a-865d49c2e185.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/80c96d1c-7c58-4116-bc2a-865d49c2e185.jpg?aki_policy=profile_x_medium,Back Bay,16,18,['phone'],t,t,,Fenway,,42.34622,-71.0904,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Cooking basics"", ""Essentials"", ""Ge stainless steel oven"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Lockbox"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Microwave"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Dryer"", ""Wine glasses"", ""Body soap"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Laundromat nearby"", ""Washer"", ""Clothing storage: closet"", ""Freezer"", ""Housekeeping available every day - available at extra cost"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Self check-in"", ""Cleaning products"", ""Long term stays allowed""]",130.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,0,0,0,270,2024-09-18,3,0,0,2019-01-01,2021-06-14,4.33,5.0,4.67,5.0,5.0,5.0,4.67,,f,8,8,0,0,0.04
1079,32102560,https://www.airbnb.com/rooms/32102560,20240918135519,2024-09-18,city scrape,#B101 Boston New Central  AC queen bed å…¨æ¥¼ç¦çƒŸ åŽ¨å…·é½å¤‡,"new central AC , one Queen bed, very comfortable , new beddings, fits one person or a couple. <br /><br />This room has hardware Internet connections! This room has 4 windows which very sunny and lots nature light through, but facing street, you May hear buses running ; <br /><br /><br />Near U-Mass University and only 2 miles to downtown Boston . Very clean room. The bus in front of our building directly connected you to Redline train station. Fields Corner. Or you can walk to the train only 0.6 miles <br /><br /><br /><br />.","My neighbors: the left side is senior apartment building owned by Boston Housing Authority, my right side is the brown 3 family house, all young professionals and lawyers lives there. <br /><br />I have owned this building for almost 20 years, I like here as so close to the city , only 2.5 miles to Downtown Boston.",https://a0.muscache.com/pictures/60dceea5-d8a2-4207-8402-44fbe6825814.jpg,105851798,https://www.airbnb.com/users/show/105851798,Anne,2016-12-01,"Boston, MA","A Chinese couple, have been living in US 30 years, we do speaking Chinese and English;  I like dancing, reading; swimming ;cooking;making new friends .  My husband likes Ping Pong and Swimming, he does maintenance and I do more customer services, and marketing. 
I gained associated degrees in tourism English and international accounting in China. 

I have been as an accountant more than twenty years in US . 

Our motto: reputation brings revenue.",within an hour,1.0,0.99,,https://a0.muscache.com/im/pictures/user/1b571b66-1b97-4e4f-8381-dd774e82b4b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1b571b66-1b97-4e4f-8381-dd774e82b4b0.jpg?aki_policy=profile_x_medium,Dorchester,23,30,"['email', 'phone']",t,t,Neighborhood highlights,Dorchester,,42.30956,-71.06524,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,1.0,"[""Cooking basics"", ""Essentials"", ""Fast wifi \u2013 226 Mbps"", ""Shared backyard \u2013 Fully fenced"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Conditioner"", ""Toaster"", ""Whirlpool gas stove"", ""Oven"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Paid dryer \u2013 In building"", ""Central air conditioning"", ""Dining table"", ""Luggage dropoff allowed"", ""Rice maker"", ""Paid washer \u2013 In building"", ""Free parking on premises"", ""Garden view"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""First aid kit"", ""Bathtub"", ""Bed linens"", ""Fire extinguisher"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Central heating"", ""Keypad"", ""Self check-in"", ""Cleaning products"", ""Pets allowed"", ""Lock on bedroom door"", ""Long term stays allowed""]",71.0,29,180,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,0,15,45,225,2024-09-18,26,2,0,2019-03-07,2023-12-01,4.38,4.58,4.46,4.5,4.58,4.23,4.35,,f,12,0,12,0,0.39
1082,32309630,https://www.airbnb.com/rooms/32309630,20240918135519,2024-09-18,city scrape,109S8 Â· The Strathmore 8 w/AC | 1BR 1BA,This lovely 1 Bedroom Unit has a sofa bed in the living room for an extra guest!  One block from the Green Line Street Car on Beacon and Commonwealth Ave. and a short ride to downtown. Only a 7 Min walk to Cleveland Circle!<br /><br />30 night minimum stay/charge to book this unit is required.,,https://a0.muscache.com/pictures/prohost-api/Hosting-32309630/original/5809dfc1-f454-415e-bc17-3500f0b8063c.jpeg,71783,https://www.airbnb.com/users/show/71783,Lance,2010-01-19,"Boston, MA","Lance R. Swank, Principal_x000D_
_x000D_
His units offer comfortable and luxurious appointments to compliment the style of the building, whether a newly constructed condo or a historic Brownstone. Visitors to Boston seeking a furnished apartment without the corporate, hotel-room-like feel of most furnished rentals will find themselves more at home in Lanceâ€™s spaces._x000D_
_x000D_
Lance is the President of LSBM Management, LLC and holds an MBA degree from of the F.W. Olin Graduate School of Business at Babson College. He lives and invests in the City of Boston.",within an hour,1.0,0.98,f,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_x_medium,Dorchester,30,68,"['email', 'phone', 'work_email']",t,t,,Brighton,,42.33931,-71.15122,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Essentials"", ""Exterior security cameras on property"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Lockbox"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Toaster"", ""Oven"", ""Clothing storage"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Private entrance"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Refrigerator"", ""Bed linens"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Self check-in"", ""Pets allowed""]",108.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,165,2024-09-18,13,2,0,2019-03-18,2024-06-26,4.46,4.62,4.62,4.85,4.92,4.92,4.31,,t,29,14,15,0,0.19
1114,33467259,https://www.airbnb.com/rooms/33467259,20240918135519,2024-09-18,city scrape,109S2 Â· The Strathmore 2 w/AC,"Super Clean  - Hospital Grade Sanitation Performed  -  Minimum of 5 days between occupancies! <br /> <br />This lovely 3 Bedroom, bi-level Unit has a sofa bed in the living room for an extra guest!  One block from the Green Line Street Car on Beacon and Commonwealth Ave. and a short ride to downtown. Only a 7 Min walk to Cleveland Circle!  WALK to BC campus!",,https://a0.muscache.com/pictures/prohost-api/Hosting-33467259/original/f21a442d-9255-41d4-90c9-1a855534ce11.jpeg,71783,https://www.airbnb.com/users/show/71783,Lance,2010-01-19,"Boston, MA","Lance R. Swank, Principal_x000D_
_x000D_
His units offer comfortable and luxurious appointments to compliment the style of the building, whether a newly constructed condo or a historic Brownstone. Visitors to Boston seeking a furnished apartment without the corporate, hotel-room-like feel of most furnished rentals will find themselves more at home in Lanceâ€™s spaces._x000D_
_x000D_
Lance is the President of LSBM Management, LLC and holds an MBA degree from of the F.W. Olin Graduate School of Business at Babson College. He lives and invests in the City of Boston.",within an hour,1.0,0.98,f,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_x_medium,Dorchester,30,68,"['email', 'phone', 'work_email']",t,t,,Brighton,,42.33931,-71.15122,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,3.0,"[""Cooking basics"", ""Essentials"", ""Exterior security cameras on property"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Lockbox"", ""Hair dryer"", ""Stove"", ""Toaster"", ""Oven"", ""Clothing storage"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Private entrance"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Bed linens"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Self check-in"", ""Pets allowed""]",165.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,259,2024-09-18,7,2,0,2019-12-22,2024-08-03,4.86,4.57,4.57,4.57,4.57,4.86,4.57,,t,29,14,15,0,0.12
1180,36106804,https://www.airbnb.com/rooms/36106804,20240918135519,2024-09-18,city scrape,"NEW! Boston Condo Near MBTA, 3 Mi to Fenway! (U2)","ðŸŽ‰ Welcome to Boston! My condo, is just 8 minutes away from the commuter rail (that's 2 stops and an 11-minute ride to South Stationâ€”super fast!). The space is open and airy, comfortably sleeping 6 adults. Plenty of room to stretch out! ðŸ™Œ<br /><br />There's free, easy on-street parking right outside the condo. So convenient! ðŸš—<br /><br />As an experienced host with almost 5 years on Airbnb and other channels, I know what it takes to make your stay amazing. Iâ€™d be thrilled to host you and you and your group!","ATTRACTIONS: Fenway Park (3.2 miles), Quincy Market (3.8 miles), The Institute of Contemporary Art (3.4 miles), New England Aquarium (4.0 miles), JFK Presidential Library<br />Museum (2.7 miles), Boston Tea Party Ship & Museum (3.4 miles), Custom House Tower (4.0 miles)<br />COLLEGES: Northeastern University (1.7 miles) Boston University (3.3 miles), Boston College (6.4 miles), Harvard University (7.4 miles)<br />OUTDOOR ACTIVITY: Freedom Trail (3.2 miles), Boston Common (3.1 miles), Boston Public Garden (3.1 miles), Boston Harbor Cruises (4.1 miles), Boston Common Frog Pond (3.1 miles)<br />TRANSPORTATION: Upham's Corner (0.6 miles), Newmarket Square Bluebikes Station (1.0 miles)<br />DAY TRIPS: Vineyard Ferries - Marthaâ€™s Vineyard (73.1 miles), Cape Cod (67.4 miles)<br />AIRPORT: Boston Logan International Airport (5.1 miles)",https://a0.muscache.com/pictures/8185b9d4-213a-4be5-ad22-17cc8e863987.jpg,41266357,https://www.airbnb.com/users/show/41266357,Frank,2015-08-12,"Boston, MA",,within an hour,0.93,0.99,f,https://a0.muscache.com/im/pictures/user/f7e545d9-765b-49a7-9652-7c2024e77800.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f7e545d9-765b-49a7-9652-7c2024e77800.jpg?aki_policy=profile_x_medium,Roxbury,5,5,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.32078,-71.07481,Entire condo,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Cooking basics"", ""Clothing storage: closet and dresser"", ""Essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Lockbox"", ""Hair dryer"", ""Air conditioning"", ""Toaster"", ""Oven"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Dining table"", ""Portable fans"", ""Books and reading material"", ""Garden view"", ""Wine glasses"", ""Free street parking"", ""Body soap"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hangers"", ""Iron"", ""Refrigerator"", ""First aid kit"", ""Bathtub"", ""Bed linens"", ""Fire extinguisher"", ""City skyline view"", ""Room-darkening shades"", ""Laundromat nearby"", ""Gas stove"", ""Freezer"", ""Hot water"", ""Smoke alarm"", ""Board games"", ""Wifi"", ""TV"", ""Pack \u2019n play/Travel crib - available upon request"", ""Heating"", ""Self check-in"", ""Cleaning products"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Private patio or balcony""]",298.0,2,1125,2.0,3.0,1125.0,1125.0,2.3,1125.0,,t,2,14,41,236,2024-09-18,143,15,1,2020-01-04,2024-09-02,4.78,4.76,4.78,4.89,4.83,4.43,4.71,STR-414833,t,4,4,0,0,2.49
1189,36291586,https://www.airbnb.com/rooms/36291586,20240918135519,2024-09-18,city scrape,Luxury Back Bay studio on Prestigious Marlborough,"Back  Bay studio apartment located in a brownstone with bow window.  Walk to subway, Fenway Park, Newbury Street, Hynes Convention Center, Copley Place, numerous restaurants, cafes and shops and much more.",,https://a0.muscache.com/pictures/7b4e2933-fb61-4876-ab9a-3b930435f9cb.jpg,155595193,https://www.airbnb.com/users/show/155595193,Michelle,2017-10-21,"Newburyport, MA",,within a day,0.73,0.23,f,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_x_medium,Back Bay,13,16,['phone'],t,t,,Back Bay,,42.35,-71.08718,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Iron"", ""Indoor fireplace"", ""Essentials"", ""Fire extinguisher"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Air conditioning"", ""Hangers""]",130.0,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,0,16,46,321,2024-09-18,0,0,0,,,,,,,,,,,f,9,9,0,0,
1207,36829501,https://www.airbnb.com/rooms/36829501,20240918135519,2024-09-18,city scrape,"Back Bay -close to hospitals, colleges and subway!","This absolutely beautiful furnished apartment sits on the Back Bay/Fenway line. While you are only one block from Fenway Park you are only 3 minute walk to the Back Bay. This is a studio apartment that has a Queen murphy bed, kicthen table & chairs workspace,  living area and large closet. Nicely decorated. Walk one block to Fenway Park and close to the Longwood area hospitals.   There isn't parking at this unit. If you  have a car then you would need to rent a parking spot in the neighborhood.",ON The Back Bay and Fenway line -very short walk to numerous shops cafes and restaurants...close to longwood hospitals,https://a0.muscache.com/pictures/11efedb8-e692-41f8-ada8-2ee29de3dccd.jpg,38997,https://www.airbnb.com/users/show/38997,Michelle,2009-09-16,,,within a few hours,0.89,0.55,f,https://a0.muscache.com/im/pictures/user/134447ef-915a-418a-8370-afe9642591f8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/134447ef-915a-418a-8370-afe9642591f8.jpg?aki_policy=profile_x_medium,Back Bay,22,29,"['email', 'phone']",t,t,Neighborhood highlights,Fenway,,42.34591,-71.09201,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Cooking basics"", ""Essentials"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hair dryer"", ""Air conditioning"", ""Toaster"", ""Oven"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Dining table"", ""Elevator"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""TV with standard cable"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Laundromat nearby"", ""Washer"", ""Clothing storage: closet"", ""Freezer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Cleaning products"", ""Baking sheet"", ""GE stainless steel gas stove"", ""Extra pillows and blankets"", ""Long term stays allowed""]",120.0,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,0,12,42,317,2024-09-18,0,0,0,,,,,,,,,,,f,13,13,0,0,
1239,38215747,https://www.airbnb.com/rooms/38215747,20240918135519,2024-09-18,city scrape,109S15 Â· The Strathmore 15 w/AC,"Super Clean  - Hospital Grade Sanitation Performed  -  Minimum of 5 days between occupancies!  <br /> <br />Bright and happy ONE Bedroom Apartment with a sleeper sofa, walkable to the Boston College campus!  And ONE block from Commonwealth Ave with multiple Streetcar stops to take you to the City Center or the Suburbs.","Brighton is a dissolved municipality and current neighborhood of Boston, Massachusetts,  United States, located in the northwestern corner of the city. It is named after the town of Brighton in the English city of Brighton and Hove. Initially, Brighton was part of Cambridge, and known as ""Little Cambridge"".  Our area of Brighton is right beside Boston College.",https://a0.muscache.com/pictures/prohost-api/Hosting-38215747/original/bb6c8c47-8688-47a6-8543-8c507f6aa79f.jpeg,71783,https://www.airbnb.com/users/show/71783,Lance,2010-01-19,"Boston, MA","Lance R. Swank, Principal_x000D_
_x000D_
His units offer comfortable and luxurious appointments to compliment the style of the building, whether a newly constructed condo or a historic Brownstone. Visitors to Boston seeking a furnished apartment without the corporate, hotel-room-like feel of most furnished rentals will find themselves more at home in Lanceâ€™s spaces._x000D_
_x000D_
Lance is the President of LSBM Management, LLC and holds an MBA degree from of the F.W. Olin Graduate School of Business at Babson College. He lives and invests in the City of Boston.",within an hour,1.0,0.98,f,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/71783/profile_pic/1342801683/original.jpg?aki_policy=profile_x_medium,Dorchester,30,68,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Brighton,,42.33931,-71.15122,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Cooking basics"", ""Essentials"", ""Exterior security cameras on property"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Lockbox"", ""Hair dryer"", ""Air conditioning"", ""Stove"", ""Toaster"", ""Oven"", ""Clothing storage"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Private entrance"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Bed linens"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Self check-in"", ""Pets allowed""]",101.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,16,46,76,340,2024-09-18,9,3,1,2020-02-11,2024-08-31,4.67,4.78,4.0,4.67,4.78,4.89,4.44,,f,29,14,15,0,0.16
1241,38301053,https://www.airbnb.com/rooms/38301053,20240918135519,2024-09-18,city scrape,#B203 private AC full size bed å…¨æ¥¼ç¦çƒŸBoston,Brand new AC and heating mini split ductless system. <br /><br />Near Umass Boston ; bus #15 goes to North Eastern University directly ;the room in a 5 bedroom apartment 2nd floor ; <br />2 shared bathrooms and one full loaded kitchen.<br /><br />Professional cleaning company take cares this unit on weekly basis.,"My neighbor <br />left  side : senior building city of Boston owns ; <br />Right side : three family building owners occupied, all young professionals living there",https://a0.muscache.com/pictures/e0ab7ab8-2bea-4811-a50b-3f8ca7600626.jpg,105851798,https://www.airbnb.com/users/show/105851798,Anne,2016-12-01,"Boston, MA","A Chinese couple, have been living in US 30 years, we do speaking Chinese and English;  I like dancing, reading; swimming ;cooking;making new friends .  My husband likes Ping Pong and Swimming, he does maintenance and I do more customer services, and marketing. 
I gained associated degrees in tourism English and international accounting in China. 

I have been as an accountant more than twenty years in US . 

Our motto: reputation brings revenue.",within an hour,1.0,0.99,,https://a0.muscache.com/im/pictures/user/1b571b66-1b97-4e4f-8381-dd774e82b4b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1b571b66-1b97-4e4f-8381-dd774e82b4b0.jpg?aki_policy=profile_x_medium,Dorchester,23,30,"['email', 'phone']",t,t,Neighborhood highlights,Dorchester,,42.30781,-71.0653,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,1.0,"[""Cooking basics"", ""Essentials"", ""Frigidaire gas stove"", ""Shared backyard \u2013 Fully fenced"", ""Dishwasher"", ""Coffee maker"", ""Heating - split type ductless system"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Toaster"", ""Oven"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Paid dryer \u2013 In building"", ""Dining table"", ""Luggage dropoff allowed"", ""Rice maker"", ""Paid washer \u2013 In building"", ""Free parking on premises"", ""Single level home"", ""Garden view"", ""Private entrance"", ""Extra pillows and blankets"", ""Wine glasses"", ""Free street parking"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""First aid kit"", ""Bathtub"", ""Bed linens"", ""Fire extinguisher"", ""Laundromat nearby"", ""Room-darkening shades"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Shared patio or balcony"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Keypad"", ""Self check-in"", ""Cleaning products"", ""Lock on bedroom door"", ""AC - split type ductless system"", ""Long term stays allowed""]",60.0,29,150,29.0,29.0,150.0,150.0,29.0,150.0,,t,28,56,86,266,2024-09-18,9,2,0,2019-12-15,2024-04-24,4.89,4.89,4.56,5.0,5.0,4.11,4.33,,f,12,0,12,0,0.16
1299,40299766,https://www.airbnb.com/rooms/40299766,20240918135519,2024-09-18,city scrape,Back Bay 1 Bedoom around the corner for Newbury St,"Back Bay one bedroom ...one street over from Newbury Street and subway.    Live in the heart of the city.   Numerous restaurants, cafes, shops are just around the corner.   The Hynes Convention Center, Copley Place, The Prudential Center, Sheraton, Marriott, Westin, Four Seasons, Mandarin etc are within a 2-5 minute walk.  Everyone loves this apt!!  BOOK 32 NIGHTS MINIMUM TO AVOID TAXES.",,https://a0.muscache.com/pictures/e445d6bb-3b98-4a45-95dc-b65e7a49e403.jpg,38997,https://www.airbnb.com/users/show/38997,Michelle,2009-09-16,,,within a few hours,0.89,0.55,f,https://a0.muscache.com/im/pictures/user/134447ef-915a-418a-8370-afe9642591f8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/134447ef-915a-418a-8370-afe9642591f8.jpg?aki_policy=profile_x_medium,Back Bay,22,29,"['email', 'phone']",t,t,,Back Bay,,42.35036,-71.08368,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Essentials"", ""Ge stainless steel oven"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hair dryer"", ""Air conditioning"", ""Toaster"", ""Microwave"", ""Hot water kettle"", ""Dishes and silverware"", ""Elevator"", ""Dryer"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Bathtub"", ""Bed linens"", ""Laundromat nearby"", ""Washer"", ""Gas stove"", ""Clothing storage: closet"", ""Freezer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Heating"", ""Baking sheet"", ""Long term stays allowed""]",110.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,0,12,42,317,2024-09-18,0,0,0,,,,,,,,,,,f,13,13,0,0,
